Decimal,Hex,Alpha Tag,Mode,Description,Tag,Category
345,159,"19TRAIN",D,"County Training",Multi-Talk,"Clinton County Common/Interop (19)"
346,15a,"19TRAVEL",D,"Statewide Roaming ",Interop,"Clinton County Common/Interop (19)"
347,15b,"19TRANSIT",D,"Clinton Transit",Transportation,"Clinton County County Government (19)"
348,15c,"19WATR1",D,"Water Tanker 1",Fire-Tac,"Clinton County Fire (19)"
349,15d,"19WATR2",D,"Water Tanker 2",Fire-Tac,"Clinton County Fire (19)"
351,15f,"TRIICCMD",D,"Tri-County Ingham Command",Interop,"Capitol Region Common/Interop"
352,160,"TRIEOPS",D,"Tri County EMS Operations",EMS-Tac,"Capitol Region Common/Interop"
353,161,"TRIFOPS",D,"Tri County Fire Operations",Fire-Tac,"Capitol Region Common/Interop"
354,162,"TRIPOPS",D,"Tri County Police Operations",Law Tac,"Capitol Region Common/Interop"
355,163,"TRISTAG",D,"Tri County Emergency Staging Operations",Interop,"Capitol Region Common/Interop"
357,165,"TRITFC",D,"Tri County Traffic Control",Interop,"Capitol Region Common/Interop"
365,16d,"65PGALL",D,"County All Call Fire Page",Fire Dispatch,"Ogemaw County (65)"
366,16e,"65PGEMS",D,"EMS Paging",EMS Dispatch,"Ogemaw County (65)"
367,16f,"65PFGST1",D,"Station 1 Lupton Fire Page",Fire Dispatch,"Ogemaw County (65)"
372,174,"65PFGST7",D,"Station 7 Clear Lake Area Fire Page",Fire Dispatch,"Ogemaw County (65)"
503,1f7,"46PG86OD",D,"Tecumseh Fire Off-Duty Paging",Fire Dispatch,"Lenawee County (46) Fire/EMS"
504,1f8,"46PGHAZ",D,"Countywide Hazmat Team Paging",Fire Dispatch,"Lenawee County (46) Fire/EMS"
505,1f9,"35PGETFD",D,"East Tawas Fire Paging",Fire Dispatch,"Iosco County (35) Fire"
506,1fa,"35PGEMS1",D,"EMS Station 1 Paging",EMS Dispatch,"Iosco County (35) Fire"
507,1fb,"35PGETAW",D,"East Tawas First Responders Page",Fire Dispatch,"Iosco County (35) Fire"
508,1fc,"35PGGTFD",D,"Grant Twp. Fire Page",Fire Dispatch,"Iosco County (35) Fire"
509,1fd,"35PGOTFD",D,"Oscoda Twp. Fire Paging",Fire Dispatch,"Iosco County (35) Fire"
510,1fe,"65FPG05",D,"South Branch Station 5 Page",Fire Dispatch,"Ogemaw County (65)"
511,1ff,"35PGPLF",D,"Plainfield Twp Fire Page",Fire Dispatch,"Iosco County (35) Fire"
512,200,"35PGTCFD",D,"Tawas City Fire Paging",Fire Dispatch,"Iosco County (35) Fire"
513,201,"35PGTCFR",D,"Tawas City First Responders Paging",EMS Dispatch,"Iosco County (35) EMS/Hospital"
514,202,"35PGWHM",D,"Whittenmore Fire Page",Fire Dispatch,"Iosco County (35) Fire"
1000,3e8,"MSPADEAC",D,"All Districts: Emergency All Call",Emergency Ops,"State Police - Statewide"
1001,3e9,"D1EAC",D,"South/Central Region: Emergency All Call (Emergency Broadcasts)",Emergency Ops,"State Police District 1 - Central/South Region"
1002,3ea,"D3EAC",D,"Thumb/Tri Cities Region: Emergency All Call (Emergency Broadcasts) ",Emergency Ops,"State Police District 3 - Thumb/Tri-Cities Region"
1003,3eb,"D1CIDEAC",D,"Central/South Region C.I.D. - Emergency All Call",Law Tac,"State Police - Central/South Region C.I.D."
1006,3ee,"MSP1",D,"MSP District 1",Law Talk,"State Police - Statewide"
1007,3ef,"MSP3",D,"MSP District 3",Law Talk,"State Police - Statewide"
1008,3f0,"STATW1",D,"Statewide District - 1",Interop,"MPSCS Statewide"
1009,3f1,"STATW3",D,"Statewide District - 3",Interop,"MPSCS Statewide"
1010,3f2,"G-EVENT01",D,"Event channel 1",Multi-Tac,"Statewide Event"
1011,3f3,"G-EVENT02",D,"Event channel 2",Multi-Tac,"Statewide Event"
1012,3f4,"G-EVENT03",D,"Event channel 3",Multi-Tac,"Statewide Event"
1013,3f5,"G-EVENT04",D,"Event channel 4",Multi-Tac,"Statewide Event"
1014,3f6,"G-EVENT05",D,"Event channel 5",Multi-Tac,"Statewide Event"
1015,3f7,"G-EVENT06",D,"Event channel 6",Multi-Tac,"Statewide Event"
1016,3f8,"G-EVENT07",D,"Event channel 7",Multi-Tac,"Statewide Event"
1017,3f9,"G-EVENT08",D,"Event channel 8",Multi-Tac,"Statewide Event"
1018,3fa,"G-EVENT09",D,"Event channel 9",Multi-Tac,"Statewide Event"
1019,3fb,"G-EVENT10",D,"Event channel 10",Multi-Tac,"Statewide Event"
1020,3fc,"G-EVENT11",D,"Event channel 11",Multi-Tac,"Statewide Event"
1021,3fd,"G-EVENT12",D,"Event channel 12",Multi-Tac,"Statewide Event"
1022,3fe,"G-EVENT13",D,"Event channel 13",Multi-Tac,"Statewide Event"
1023,3ff,"G-EVENT14",D,"Event channel 14",Multi-Tac,"Statewide Event"
1024,400,"G-EVENT15",D,"Event channel 15",Multi-Tac,"Statewide Event"
1025,401,"H-EVENT16",D,"Event channel 16",Multi-Tac,"Statewide Event"
1026,402,"H-EVENT17",D,"Event channel 17",Multi-Tac,"Statewide Event"
1027,403,"H-EVENT18",D,"Event channel 18",Multi-Tac,"Statewide Event"
1028,404,"H-EVENT19",D,"Event channel 19",Multi-Tac,"Statewide Event"
1029,405,"H-EVENT20",D,"Event channel 20",Multi-Tac,"Statewide Event"
1030,406,"H-EVENT21",D,"Event channel 21",Multi-Tac,"Statewide Event"
1031,407,"H-EVENT22",D,"Event channel 22",Multi-Tac,"Statewide Event"
1032,408,"H-EVENT23",D,"Event channel 23",Multi-Tac,"Statewide Event"
1033,409,"H-EVENT24",D,"Event channel 24",Multi-Tac,"Statewide Event"
1034,40a,"H-EVENT25",D,"Event channel 25",Multi-Tac,"Statewide Event"
1035,40b,"H-EVENT26",D,"Event channel 26",Multi-Tac,"Statewide Event"
1036,40c,"H-EVENT27",D,"Event channel 27",Multi-Tac,"Statewide Event"
1037,40d,"H-EVENT28",D,"Event channel 28",Multi-Tac,"Statewide Event"
1038,40e,"H-EVENT29",D,"Event channel 29",Multi-Tac,"Statewide Event"
1039,40f,"H-EVENT30",D,"Event channel 30",Multi-Tac,"Statewide Event"
1040,410,"REGD1N",D,"Central Region: Dispatch (Posts 11 / 12)",Law Dispatch,"State Police District 1 - Central/South Region"
1041,411,"REGD1S",D,"South Region: Dispatch (Posts 13 / 14)",Law Dispatch,"State Police District 1 - Central/South Region"
1042,412,"D1LEIN",D,"South/Central Region: LEIN",Law Talk,"State Police District 1 - Central/South Region"
1043,413,"RGLEIN3",D,"Thumb/Tri-Cities Region: LEIN",Law Talk,"State Police District 3 - Thumb/Tri-Cities Region"
1044,414,"D1SPARE1",D,"South/Central Posts 11, 12, 13, 14 Spare 1",Law Tac,"State Police District 1 - Central/South Region"
1045,415,"D3MCU",De,"Major Crime Unit",Law Talk,"State Police District 3 - Thumb/Tri-Cities Region"
1047,417,"CSRT1",D,"Crime Scene Response Team 1",Law Tac,"State Police - Statewide"
1048,418,"CSRT2",D,"Crime Scene Response Team 2",Law Tac,"State Police - Statewide"
1050,41a,"Region 3",D,"Region 3 - Districtwide",Law Talk,"State Police District 3 - Thumb/Tri-Cities Region"
1051,41b,"D12POST",D,"Post 12: Brighton: Motor Carrier Enforcement",Law Talk,"State Police District 1 - Central/South Region"
1053,41d,"MC13",D,"Post 13: Jackson: Motor Carrier Enforcement",Law Talk,"State Police District 1 - Central/South Region"
1068,42c,"SWCID1",D,"District - 1 Statewide C.I.D. ",Law Tac,"State Police - Central/South Region C.I.D."
1069,42d,"SWCID2",D,"District - 2 Statewide C.I.D.  ",Law Tac,"State Police - Detroit Tri-County Area C.I.D."
1070,42e,"MSP CID",D,"C.I.D.",Law Tac,"State Police - Central/South Region C.I.D."
1071,42f,"MSP CID HQ 1",D,"C.I.D. H.Q. 1",Law Tac,"State Police - Central/South Region C.I.D."
1072,430,"MSP CID",D,"C.I.D.",Law Tac,"State Police - Central/South Region C.I.D."
1073,431,"MSP CID",D,"C.I.D.",Law Tac,"State Police - Central/South Region C.I.D."
1074,432,"MSP CID",DE,"C.I.D.",Law Tac,"State Police - Central/South Region C.I.D."
1075,433,"TRI CO NARC1",DE,"Tri-County Metro Narcotics Squad 1",Law Tac,"State Police - Central/South Region C.I.D."
1076,434,"TRI CO NARC2",DE,"Tri-County Metro Narcotics Squad 2",Law Tac,"State Police - Central/South Region C.I.D."
1077,435,"TRI CO NARC4",DE,"Tri-County Metro Narcotics Squad 4",Law Tac,"State Police - Central/South Region C.I.D."
1078,436,"TRI CO NARC3",De,"Tri-County Metro Narcotics Squad 3",Law Tac,"State Police - Central/South Region C.I.D."
1080,438,"MAGNET1",De,"Mid-Michigan Area Group Narcotics Enforcement Team 1",Law Tac,"State Police - Central/South Region C.I.D."
1081,439,"MSP CID",DE,"Detectives",Law Tac,"State Police - Central/South Region C.I.D."
1082,43a,"MSP CID",DE,"C.I.D.",Law Tac,"State Police - Thumb/Tri-Cities Region C.I.D."
1083,43b,"MSP CID",DE,"C.I.D.",Law Tac,"State Police - Thumb/Tri-Cities Region C.I.D."
1084,43c,"MSP CID",DE,"C.I.D.",Law Tac,"State Police - Thumb/Tri-Cities Region C.I.D."
1085,43d,"MSP CID",DE,"C.I.D.",Law Tac,"State Police - Thumb/Tri-Cities Region C.I.D."
1086,43e,"MSP CID",DE,"C.I.D.",Law Tac,"State Police - Thumb/Tri-Cities Region C.I.D."
1087,43f,"MINT1",DE,"MINT1 Isabella - Clare Counties",Law Tac,"State Police - Grand Valley Region C.I.D."
1088,440,"BAYANET 2",DE,"Bay Area Narcotics Enforcement Team 2",Law Tac,"State Police - Thumb/Tri-Cities Region C.I.D."
1089,441,"BAYANET 3",DE,"Bay Area Narcotics Enforcement Team 3 Saginaw, Bay, Midland Counties",Law Tac,"State Police - Thumb/Tri-Cities Region C.I.D."
1090,442,"STING1",DE,"STING1  - Strike Team Investigative Narcotics Group",Law Tac,"State Police - Thumb/Tri-Cities Region C.I.D."
1093,445,"78P911",D,"Police Dispatch",Law Dispatch,"Shiawassee County (78) Law Enforcement"
1094,446,"NCCTECH1",De,"N.C.C. Technicians",Public Works,"MPSCS Technicians"
1097,449,"TRAIN3",D,"Training Academy: Driver Training 3",Law Talk,"State Police District 1 - Central/South Region"
1098,44a,"TRAIN2",D,"Training Academy: Driver Training 2",Law Talk,"State Police District 1 - Central/South Region"
1099,44b,"TRAIN1",D,"Training Academy: Driver Training 1",Law Talk,"State Police District 1 - Central/South Region"
1100,44c,"GOV1",DE,"Governor's Security Detail 1",Law Talk,"State Police - Statewide"
1101,44d,"GOV2",DE,"Governor's Security Detail 2",Law Talk,"State Police - Statewide"
1102,44e,"23COM",D,"Countywide Common (Mutual Aid all agencies) ",Interop,"Eaton County (23) Common/Interop"
1103,44f,"NCCRPU",DE,"N.C.C. Radio Programming Unit",Public Works,"MPSCS Technicians"
1104,450,"D1CID1",DE,"Detectives",Law Tac,"State Police - Central/South Region C.I.D."
1105,451,"DNR STATW",D,"Statewide",Law Dispatch,"State Dept. of Natural Resources - Statewide"
1107,453,"06P911",D,"Police - Dispatch",Law Dispatch,"Arenac County (06)"
1108,454,"RAP1",D,"RAP 1",Law Tac,"State Dept. of Natural Resources - Statewide"
1109,455,"RAP2",D,"RAP 2",Law Tac,"State Dept. of Natural Resources - Statewide"
1110,456,"RAP3",D,"RAP 3",Law Tac,"State Dept. of Natural Resources - Statewide"
1111,457,"DNR06",D,"District 6 Dispatch",Law Dispatch,"State Dept. of Natural Resources - District 6"
1112,458,"DNR09",D,"District 9: Dispatch",Law Dispatch,"State Dept. of Natural Resources - District 9"
1118,45e,"33LFDADM",D,"Lansing Fire Admin",Fire-Talk,"Ingham County (33) Fire"
1120,460,"33SPEV1",D,"Special Events 1",Interop,"Ingham County (33) Common/Interop "
1121,461,"33SPEV2",D,"Special Events 2",Interop,"Ingham County (33) Common/Interop "
1126,466,"19SPEV1",D,"Special Events 1",Interop,"Clinton County Common/Interop (19)"
1127,467,"19SPEV2",D,"Special Events 2",Interop,"Clinton County Common/Interop (19)"
1134,46e,"19CRAAMNT",D,"Airport Maintenance",Public Works,"Clinton County (19) Capital Region Airport Authority"
1135,46f,"MNGCOM",D,"National Guard Common",Military,"Michigan National Guard"
1136,470,"MSEOC1",D,"EOC 1",Military,"Michigan National Guard"
1137,471,"MSEOC2",D,"EOC 2",Military,"Michigan National Guard"
1138,472,"TASK1",D,"Tactical",Military,"Michigan National Guard"
1139,473,"TASK2",D,"Tactical",Military,"Michigan National Guard"
1140,474,"MAJCOM1",D,"Tactical",Military,"Michigan National Guard"
1141,475,"ANG",D,"Tactical",Military,"Michigan National Guard"
1142,476,"MAINTSW",D,"Maintenance Statewide",Military,"Michigan National Guard"
1143,477,"MAMAN03",D,"Tactical 3",Military,"Michigan National Guard"
1144,478,"MAMAN04",D,"Tactical 4",Military,"Michigan National Guard"
1145,479,"MAMAN05",D,"Tactical 5",Military,"Michigan National Guard"
1146,47a,"MAMAN06",D,"Tactical 6",Military,"Michigan National Guard"
1147,47b,"MAMAN07",D,"Tactical 7",Military,"Michigan National Guard"
1148,47c,"MAMAN08",D,"Tactical 8 [Fort Custer area]",Military,"Michigan National Guard"
1149,47d,"DOCSCOM",D,"Southern Region Common",Corrections,"State Dept. of Corrections - Southern Region"
1150,47e,"DOC2901",D,"Gratiot County 1",Corrections,"State Dept. of Corrections - Northern Region"
1153,481,"DOC4701",D,"Livingston 1",Corrections,"State Dept. of Corrections - Southern Region"
1154,482,"DOC2902",D,"Gratiot County",Corrections,"State Dept. of Corrections - Northern Region"
1156,484,"DOC4602",D,"Lenawee 2",Corrections,"State Dept. of Corrections - Southern Region"
1157,485,"DOC4702",D,"Livingston 2",Corrections,"State Dept. of Corrections - Southern Region"
1158,486,"REGD3N",D,"Tri-Cities Region: Dispatch (Posts 31, 32)",Law Dispatch,"State Police District 3 - Thumb/Tri-Cities Region"
1159,487,"TECH1",DE,"District 1 Technicians",Public Works,"MPSCS Technicians"
1160,488,"TECH3",De,"District 3 Technicians",Public Works,"MPSCS Technicians"
1161,489,"SW TECH",De,"Statewide Tech.",Public Works,"MPSCS Technicians"
1162,48a,"EMMGT1",D,"State SEOC",Emergency Ops,"State Police - Emergency Management and Homeland Security"
1163,48b,"06DRUG",D,"County Narcotics Enforcement",Law Tac,"Arenac County (06)"
1165,48d,"23DRUG",DE,"Countywide Drug Team Operations",Law Tac,"Eaton County (23) Law Enforcement"
1166,48e,"26DRUG",D,"County Narcotics (Future)",Law Tac,"Gladwin County (26)"
1167,48f,"29DRUG",D,"Countywide Narcotics Enforcement Common",Law Tac,"Gratiot County (29)"
1168,490,"30DRUG",D,"Countywide Narcotics Enforcement Common",Law Tac,"Hillsdale County (30)"
1170,492,"35DRUG",D,"Countywide Narcotics",Law Tac,"Iosco County (35) Law Enforcement"
1171,493,"38DRUG",D,"Countywide Narcotics Enforcement Common",Law Tac,"Jackson County (38) Law Enforcement"
1172,494,"D14POST",D,"Post 14: Monroe",Law Talk,"State Police District 1 - Central/South Region"
1173,495,"56DRUG",D,"Narcotics",Law Tac,"Midland County (56) Law Enforcement"
1175,497,"65DRUG",D,"Countywide Narcotics Enforcement Common",Law Tac,"Ogemaw County (65)"
1176,498,"46COM",D,"Countywide Common (Mutual Aid all agencies) ",Interop,"Lenawee County (46) Common/Interop"
1177,499,"D35CRNA",D,"Post 35: Corunna Detachment",Law Talk,"State Police District 3 - Thumb/Tri-Cities Region"
1178,49a,"19COM",D,"Countywide Common (Mutual Aid all agencies) ",Interop,"Clinton County Common/Interop (19)"
1179,49b,"30COM",D,"Countywide Common (Mutual Aid all agencies) ",Interop,"Hillsdale County (30)"
1180,49c,"33COM",D,"Countywide Common (Mutual Aid all agencies) ",Interop,"Ingham County (33) Common/Interop "
1181,49d,"30P911",D,"Police Dispatch [Patched from 155.310 MHz]",Law Dispatch,"Hillsdale County (30)"
1185,4a1,"30F911",D,"Fire Dispatch",Fire Dispatch,"Hillsdale County (30)"
1189,4a5,"30EMER1",D,"Emergency Scene 1 ",Multi-Tac,"Hillsdale County (30)"
1191,4a7,"19PD911",D,"Sheriff Dispatch",Law Dispatch,"Clinton County Law Enforcement (19)"
1192,4a8,"MW TECHS",D,"Microwave Techs",Public Works,"MPSCS Technicians"
1193,4a9,"19LAW1",D,"Sheriff Tactical",Law Tac,"Clinton County Law Enforcement (19)"
1195,4ab,"FEDMA",D,"Federal Mutual Aid for all federal agencies",Federal,"Federal Government - Common/Event"
1196,4ac,"DEMOTG1",D,"Tech Training - System demo channel",Public Works,"MPSCS Demonstration"
1197,4ad,"DEMOTG2",D,"Tech Training - System demo channel",Public Works,"MPSCS Demonstration"
1198,4ae,"DEMOTG3",D,"Tech Training - System demo channel",Public Works,"MPSCS Demonstration"
1199,4af,"DEMOCOM",D,"Tech Training - System demo channel Common",Public Works,"MPSCS Demonstration"
1200,4b0,"D1POSTS",D,"South/Central Region: Districtwide",Law Dispatch,"State Police District 1 - Central/South Region"
1201,4b1,"DEMOTG1",D,"Tech Training - System demo channel",Public Works,"MPSCS Demonstration"
1202,4b2,"DEMOTG2",D,"Tech Training - System demo channel",Public Works,"MPSCS Demonstration"
1203,4b3,"DEMOTG3",DE,"Tech Training - System demo channel",Public Works,"MPSCS Demonstration"
1204,4b4,"INTRDST",D,"Inter-District - Dispatch Center to Dispatch Center",Interop,"Statewide Regional Common/Interop"
1205,4b5,"D11DETC",D,"Post 11: State Capitol Detachment",Law Talk,"State Police District 1 - Central/South Region"
1206,4b6,"38MED",D,"EMS-to-Hospital",Hospital,"Jackson County (38) EMS/Hospital"
1207,4b7,"33GRNLN",D,"McLaren Greater Lansing",Hospital,"Ingham County (33) EMS/Hospital"
1208,4b8,"33STLAW",D,"St. Lawrence Hospital",Hospital,"Ingham County (33) EMS/Hospital"
1209,4b9,"33HPCOM",D,"Hospital Common",Hospital,"Ingham County (33) EMS/Hospital"
1210,4ba,"33P911",D,"Police Mutual Aid to Ingham 9-1-1 Center",Law Tac,"Ingham County (33) Law Enforcement"
1211,4bb,"EMMD1",D,"District 1",Emergency Ops,"State Police - Emergency Management and Homeland Security"
1212,4bc,"EMMD3",D,"District 3",Emergency Ops,"State Police - Emergency Management and Homeland Security"
1217,4c1,"FMLP",D,"Fire Management Lower Peninsula",Fire-Tac,"State Dept. of Natural Resources - Fire Mgmt."
1218,4c2,"35P135",D,"Sheriff Admin",Law Talk,"Iosco County (35) Law Enforcement"
1219,4c3,"35COM",D,"Countywide Common (Mutual Aid all agencies) ",Interop,"Iosco County (35) Common/Interop"
1220,4c4,"MAJCOM2",D,"Tactical",Military,"Michigan National Guard"
1221,4c5,"MAJCOM3",D,"Tactical",Military,"Michigan National Guard"
1222,4c6,"MAJCOM4",D,"Tactical",Military,"Michigan National Guard"
1223,4c7,"RAID",D,"Tactical",Military,"Michigan National Guard"
1224,4c8,"CST",D,"Ft. Custer Tactical",Military,"Michigan National Guard"
1225,4c9,"FCADM",D,"Ft. Custer Admin",Military,"Michigan National Guard"
1226,4ca,"FCRC",D,"Ft. Custer Range Control",Military,"Michigan National Guard"
1227,4cb,"CGADM",D,"Tactical",Military,"Michigan National Guard"
1228,4cc,"CGRCOP1",D,"Camp Grayling Ops 1",Military,"Michigan National Guard"
1229,4cd,"FMTAC",D,"Fire Management Tactical",Fire-Tac,"State Dept. of Natural Resources - Fire Mgmt."
1230,4ce,"FMGLADW",D,"Gladwin FMU",Law Talk,"State Dept. of Natural Resources - District 5"
1233,4d1,"RPU TECH 2",DE,"Radio Programming Unit 2",Public Works,"MPSCS Technicians"
1234,4d2,"RPU TECH 1",DE,"Radio Programming Unit",Public Works,"MPSCS Technicians"
1236,4d4,"DOCSW",D,"Statewide",Corrections,"State Dept. of Corrections - Statewide"
1237,4d5,"38P911",D,"County Police Dispatch",Law Dispatch,"Jackson County (38) Law Enforcement"
1238,4d6,"38COM",D,"Countywide Common (Mutual Aid all agencies) ",Interop,"Jackson County (38) Common/Interop"
1240,4d8,"BAYANET 4",DE,"Bay Area Narcotics Enforcement Team 4",Law Tac,"State Police - Thumb/Tri-Cities Region C.I.D."
1241,4d9,"SWCID3",DE,"District - 3 Statewide C.I.D. ",Law Tac,"State Police - Thumb/Tri-Cities Region C.I.D."
1242,4da,"D3POSTS",D,"Thumb/Tri-Cities Region: Districtwide",Law Talk,"State Police District 3 - Thumb/Tri-Cities Region"
1243,4db,"REGD3S",D,"Thumb Region: Dispatch (Posts 33, 34, 35)",Law Dispatch,"State Police District 3 - Thumb/Tri-Cities Region"
1244,4dc,"ESCALL1",De,"ESU: Statewide 1",Law Tac,"State Police - Statewide"
1245,4dd,"ESCALL2",De,"ESU: Statewide 2",Law Tac,"State Police - Statewide"
1246,4de,"ESTRAIN1",DE,"ESU: Training 1",Law Tac,"State Police - Statewide"
1247,4df,"ESTRAIN2",DE,"ESU: Training 2",Law Tac,"State Police - Statewide"
1248,4e0,"ESUTAC1",De,"ESU: Tactical 1",Law Tac,"State Police - Statewide"
1249,4e1,"ESUTAC2",DE,"ESU: Tactical 2",Law Tac,"State Police - Statewide"
1251,4e3,"RAP4",D,"RAP 4",Law Tac,"State Dept. of Natural Resources - Statewide"
1252,4e4,"RAP5",D,"RAP 5",Law Tac,"State Dept. of Natural Resources - Statewide"
1253,4e5,"DNR25",D,"Investigations",Law Tac,"State Dept. of Natural Resources - Statewide"
1254,4e6,"DNRFISH",D,"Fisheries Common",Law Talk,"State Dept. of Natural Resources - Statewide"
1255,4e7,"35P911",D,"Police Dispatch",Law Dispatch,"Iosco County (35) Law Enforcement"
1256,4e8,"29P911",D,"Police Dispatch ",Law Dispatch,"Gratiot County (29)"
1257,4e9,"56P911",D,"County Police Dispatch",Law Dispatch,"Midland County (56) Law Enforcement"
1258,4ea,"23P911",D,"Police Dispatch",Law Dispatch,"Eaton County (23) Law Enforcement"
1259,4eb,"33LEIN",DE,"Ingham Co LEIN ",Law Talk,"Ingham County (33) Law Enforcement"
1260,4ec,"46P911",D,"Police Dispatch ",Law Dispatch,"Lenawee County (46) Law Enforcement"
1261,4ed,"SOD (SO24)",De,"Aviation Division / K9 Teams",Law Tac,"State Police - Statewide"
1262,4ee,"K9-1 (SO25)",D,"Aviation Division / K9 Teams",Law Tac,"State Police - Statewide"
1263,4ef,"K9-2 (SO26)",De,"K9 Teams 2",Law Tac,"State Police - Statewide"
1264,4f0,"33SOS1",DE,"Lansing Police - Sting Ops",Law Tac,"Ingham County (33) Law Enforcement"
1265,4f1,"33SOS2",DE,"Lansing Police - Sting Ops",Law Tac,"Ingham County (33) Law Enforcement"
1266,4f2,"33SOS3",DE,"Lansing Police - Sting Ops",Law Tac,"Ingham County (33) Law Enforcement"
1272,4f8,"FWSLP1",D,"U.S. Fish and Wildlife Service: Lower Peninsula 1",Federal,"Federal Government"
1273,4f9,"26P911",D,"County Police Dispatch",Law Dispatch,"Gladwin County (26)"
1275,4fb,"26COM",D,"County Common (Future)",Interop,"Gladwin County (26)"
1276,4fc,"26SPEV1",D,"Special Events 1 (Future)",Interop,"Gladwin County (26)"
1277,4fd,"26SPEV2",D,"Special Events 2 (Future)",Interop,"Gladwin County (26)"
