1463,5B7,D,38EMER,Emergency Scene All Radios,Emergency Ops,Jackson County 38 CommonInterop,1
1464,5B8,D,38SPEV1,Special Events 1 All Radios,Multi-Tac,Jackson County 38 CommonInterop,1
1465,5B9,D,38SPEV2,Special Events 2 All Radios,Multi-Tac,Jackson County 38 CommonInterop,1
1466,5BA,D,JACKSN8,Jackson,Law Talk,State Dept of Natural Resources  District 8,1
1474,5C2,D,MONTG3,Montmorency County Office,Law Talk,State Dept of Natural Resources  District 3,1
1479,5C7,D,USPSIN,US Postal Inspectors,Federal,Federal Government,1
1480,5C8,D,USPSIN,US Postal Inspectors,Federal,Federal Government,1
1481,5C9,D,06COMM,Countywide Common Mutual Aid all agencies ,Interop,Arenac County 06,1
1482,5CA,D,29COM,Countywide Common Mutual Aid all agencies ,Interop,Gratiot County 29,1
1485,5CD,De,SWFAT,Fugitive Apprehension Team Statewide,Law Talk,State Police  Statewide,1
1486,5CE,D,33MPSC1,Can be patched to any EDACS talkgroup in Ingham Co radios as TRICOMUT,Interop,Ingham County 33,1
1487,5CF,D,33MPSC2,Can be patched to any EDACS talkgroup in Ingham Co radios as TRICOMUT,Interop,Ingham County 33,1
1488,5D0,D,33MPSC3,Patch used by JCA for EMS runs into Jackson County,EMS-Tac,Ingham County 33,1
1490,5D2,D,35E911,Central 911 EMS Dispatch ,EMS Dispatch,Iosco County 35,1
1494,5D6,D,35EMS3,EMS Channel 3,EMS-Talk,Iosco County 35,1
1500,5DC,D,29MMMC,EMStoMid Michigan Medical Center Gratiot,Hospital,Gratiot County 29,1
1505,5E1,D,BAYMTPG,Isabella County  Mount Pleasant Garage,Public Works,State DOT MDOT  Bay Region,1
1506,5E2,D,BAYSAGW,Saginaw County  West Garage,Public Works,State DOT MDOT  Bay Region,1
1507,5E3,D,BAYSAGE,Saginaw County  East Garage,Public Works,State DOT MDOT  Bay Region,1
1509,5E5,D,SOUSAWG,Sawyer Garage,Public Works,State DOT MDOT  Southwest Region,1
1510,5E6,D,SOUNILG,Niles Garage,Public Works,State DOT MDOT  Southwest Region,1
1511,5E7,D,SOUCOLG,Coloma Garage,Public Works,State DOT MDOT  Southwest Region,1
1512,5E8,D,SOUJONG,Jones Garage,Public Works,State DOT MDOT  Southwest Region,1
1513,5E9,D,SOUKALG,Kalamazoo Garage,Public Works,State DOT MDOT  Southwest Region,1
1514,5EA,D,SOUALLG,Allegan County,Public Works,State DOT MDOT  Southwest Region,1
1515,5EB,D,GRABARY,Barry County,Public Works,State DOT MDOT  Grand Region,1
1516,5EC,D,SOGMARG,Marshall Garage,Public Works,State DOT MDOT  Southwest Region,1
1517,5ED,D,GRAOTTA,Ottawa County,Public Works,State DOT MDOT  Grand Region,1
1518,5EE,D,SOUNILE,Niles Garage,Public Works,State DOT MDOT  Southwest Region,1
1519,5EF,D,SOUSHG,South Haven Garage Allegan County,Public Works,State DOT MDOT  Southwest Region,1
1523,5F3,DE,D1HST,District 1  Hometown Security Team ,Law Tac,State Police  CentralSouth Region CID,1
1525,5F5,D,UNVMNTA,Lenawee County,Public Works,State DOT MDOT  University Region,1
1526,5F6,D,UNVMNTB,Livingston County  Brighton,Public Works,State DOT MDOT  University Region,1
1527,5F7,D,UNVEC,Eaton County,Public Works,State DOT MDOT  University Region,1
1528,5F8,D,UNVGLG,Eaton County  Grand Ledge Garage,Public Works,State DOT MDOT  University Region,1
1529,5F9,D,UNVJXN,Jackson County,Public Works,State DOT MDOT  University Region,1
1530,5FA,D,UNVEL,Ingham County,Public Works,State DOT MDOT  University Region,1
1531,5FB,D,UNVLC,Livingston County,Public Works,State DOT MDOT  University Region,1
1535,5FF,D,UNVMNTH,Hillsdale County,Public Works,State DOT MDOT  University Region,1
1542,606,D,8FISH,Fisheries,Law Talk,State Dept of Natural Resources  District 8,1
1548,60C,D,06F911,Central 911 Fire  Dispatch,Fire Dispatch,Arenac County 06,1
1552,610,D,65F911,Central 911 Fire  Dispatch ,Fire Dispatch,Ogemaw County 65,1
1553,611,DE,JNET1,Jackson Narcotics Enforcement Team 1,Law Tac,State Police  CentralSouth Region CID,1
1554,612,DE,JNET2,Jackson Narcotics Enforcement Team 2,Law Tac,State Police  CentralSouth Region CID,1
1557,615,D,UNVGPS,Lansing GPS Survey Techs,Public Works,State DOT MDOT  University Region,1
1561,619,D,38ALEG1,Allegiance ER Foote Hosp EMStoHospital 1,Hospital,Jackson County 38 EMSHospital,1
1562,61A,D,38ALEG2,Allegiance ER Foote Hosp EMStoHospital 2,Hospital,Jackson County 38 EMSHospital,1
1563,61B,D,46BIXBY,Bixby ER  EMStoHospital,Hospital,Lenawee County 46,1
1564,61C,D,46HERRK,Herrick ER  EMStoHospital,Hospital,Lenawee County 46,1
1567,61F,D,AIR LZ 1,Air Landing Zone Coordination 1,EMS-Tac,Statewide Aeronautical Medical,1
1568,620,D,AIR LZ 2,Air Landing Zone Coordination 2,EMS-Tac,Statewide Aeronautical Medical,1
1571,623,D,06P106A,Sheriff  Proprietary 1,Law Talk,Arenac County 06,1
1572,624,D,06P106B,Sheriff  Proprietary 2,Law Talk,Arenac County 06,1
1573,625,D,06P225,AuGres Sims Police  Proprietary,Law Talk,Arenac County 06,1
1574,626,D,06P760,Standish Police  Proprietary,Law Talk,Arenac County 06,1
1575,627,D,06SPEV1,Special Events 1,Interop,Arenac County 06,1
1576,628,D,65FG1,Countywide Fireground 1,Fire-Tac,Ogemaw County 65,1
1577,629,D,65FG2,Countywide Fireground 2,Fire-Tac,Ogemaw County 65,1
1578,62A,D,65FG3,Countywide Fireground 3,Fire-Tac,Ogemaw County 65,1
1579,62B,D,65E911,Central 911 EMS  Dispatch ,EMS Dispatch,Ogemaw County 65,1
1581,62D,D,78PCT1,Tactical Ops 1,Law Tac,Shiawassee County 78 Law Enforcement,1
1582,62E,D,78PCT2,Tactical Ops 2,Law Tac,Shiawassee County 78 Law Enforcement,1
1583,62F,D,78PCT3,Tactical Ops 3,Law Tac,Shiawassee County 78 Law Enforcement,1
1584,630,D,78LEIN,Central 911 Police  LEIN,Law Tac,Shiawassee County 78 Law Enforcement,1
1585,631,D,78EMER2,Emergency 2,Interop,Shiawassee County 78 CommonInterop,1
1586,632,D,78CCAR,Sheriff  CartoCar,Law Tac,Shiawassee County 78 Law Enforcement,1
1587,633,D,78COURT,County Court  Security Services,Law Talk,Shiawassee County 78 Law Enforcement,1
1588,634,D,78E911,Central 911 EMS  Dispatch Patched to 155175 MHz,EMS Dispatch,Shiawassee County 78 EMS,1
1589,635,D,78F911,Central 911 Fire  Dispatch Patched to 154355 MHz,Fire Dispatch,Shiawassee County 78 Fire,1
1590,636,D,78FGR1,County Fireground 1,Fire-Tac,Shiawassee County 78 Fire,1
1591,637,D,78FGR2,County Fireground 2,Fire-Tac,Shiawassee County 78 Fire,1
1592,638,D,78FGR3,County Fireground 3,Fire-Tac,Shiawassee County 78 Fire,1
1593,639,D,78FGR4,County Fireground 4,Fire-Tac,Shiawassee County 78 Fire,1
1594,63A,D,78ETC1,EMS  Tac 1,EMS-Tac,Shiawassee County 78 EMS,1
1597,63D,D,78P230,Bancroft Police  Proprietary,Law Tac,Shiawassee County 78 Law Enforcement,1
1598,63E,D,78BTFD,Burns Twp Fire  Proprietary,Fire-Tac,Shiawassee County 78 Fire,1
1599,63F,D,78P280,Byron Police  Proprietary,Law Tac,Shiawassee County 78 Law Enforcement,1
1600,640,D,78CAAS,Corunna Area Ambulance Service,EMS-Talk,Shiawassee County 78 EMS,1
1601,641,D,78CCFD,Corunna  Caledonia Fire  Proprietary,Fire-Tac,Shiawassee County 78 Fire,1
1602,642,D,78P335,Corunna Police  Proprietary,Law Tac,Shiawassee County 78 Law Enforcement,1
1603,643,D,78DUFD,Durand Fire  Proprietary,Fire-Tac,Shiawassee County 78 Fire,1
1604,644,D,78P358,Durand Police  Proprietary,Law Tac,Shiawassee County 78 Law Enforcement,1
1605,645,D,78HTFD,Hazelton Twp Fire,Fire-Tac,Shiawassee County 78 Fire,1
1606,646,D,78P510,Laingsburg Police  Proprietary,Law Tac,Shiawassee County 78 Law Enforcement,1
1607,647,D,78P526,Lennon Police  Proprietary,Law Tac,Shiawassee County 78 Law Enforcement,1
1608,648,D,78LSW,LaingsburgScoitaWoodhull FireEMS,Fire-Tac,Shiawassee County 78 Fire,1
1609,649,D,78P596,Morrice Police  Proprietary,Law Tac,Shiawassee County 78 Law Enforcement,1
1610,64A,D,78P614,New Lothrop Police  Proprietary,Law Tac,Shiawassee County 78 Law Enforcement,1
1611,64B,D,MMR LANSING,Lansing Dispatch Clinton Eaton Ingham and Shiawassee Counties,EMS Dispatch,Mobile Medical Response Med Comm,1
1613,64D,D,78OTFD,Owosso Twp Fire  Proprietary,Fire-Tac,Shiawassee County 78 Fire,1
1614,64E,D,78P645,Owosso City Police  Proprietary,Law Tac,Shiawassee County 78 Law Enforcement,1
1615,64F,D,78DE645,Owosso Police  Detectives,Law Tac,Shiawassee County 78 Law Enforcement,1
1616,650,D,78OWPS,Owosso City FireEMS Department Proprietary,Fire-Talk,Shiawassee County 78 Fire,1
1617,651,D,78PAFR,Perry Fire Dept  Proprietary,Fire-Tac,Shiawassee County 78 Fire,1
1618,652,D,78P660,Perry Police  Proprietary,Law Tac,Shiawassee County 78 Law Enforcement,1
1619,653,D,78P178,Sheriff  Proprietary,Law Tac,Shiawassee County 78 Law Enforcement,1
1620,654,D,78DE178,Sheriff  Detectives,Law Tac,Shiawassee County 78 Law Enforcement,1
1621,655,D,78STFD,Shiawassee Twp  Fire Proprietary,Fire-Tac,Shiawassee County 78 Fire,1
1622,656,D,78TTAMB,Twin Twp Ambulance,EMS-Talk,Shiawassee County 78 EMS,1
1623,657,D,78P797,Vernon Police  Proprietary,Law Tac,Shiawassee County 78 Law Enforcement,1
1624,658,D,78VRFD,Vernon Fire  Proprietary,Fire-Tac,Shiawassee County 78 Fire,1
1625,659,D,78VNFD,Venice Twp Fire  Proprietary,Fire-Tac,Shiawassee County 78 Fire,1
1627,65B,D,73COFD,County Fire,Fire Dispatch,Saginaw County 73 E911 Central Dispatch Fire,1
1628,65C,D,73FG1,Fireground 1,Fire-Tac,Saginaw County 73 E911 Central Dispatch Fire,1
1629,65D,D,73FG2,Fireground 2,Fire-Tac,Saginaw County 73 E911 Central Dispatch Fire,1
1630,65E,D,73FG3,Fireground 3,Fire-Tac,Saginaw County 73 E911 Central Dispatch Fire,1
1631,65F,D,73FG4,Fireground 4,Fire-Tac,Saginaw County 73 E911 Central Dispatch Fire,1
1632,660,D,73FG5,Fireground 5,Fire-Tac,Saginaw County 73 E911 Central Dispatch Fire,1
1633,661,D,73FG6,Fireground 6,Fire-Tac,Saginaw County 73 E911 Central Dispatch Fire,1
1634,662,D,73ALMED,FireEMS Coordination AllMed,Interop,Saginaw County 73 CommonInterop,1
1635,663,D,73MED1,Med 1,Hospital,Saginaw County 73 EMSHospital,1
1636,664,D,73MED2,Med 2,Hospital,Saginaw County 73 EMSHospital,1
1637,665,D,73MED3,Med 3,Hospital,Saginaw County 73 EMSHospital,1
1638,666,D,73MED4,Med 4,Hospital,Saginaw County 73 EMSHospital,1
1639,667,D,73MD,Medical Director,Hospital,Saginaw County 73 EMSHospital,1
1640,668,D,73COORD,Coordination,Fire-Tac,Saginaw County 73 E911 Central Dispatch Fire,1
1641,669,D,73FTCMD,Fire Tac Command,Fire-Tac,Saginaw County 73 E911 Central Dispatch Fire,1
1642,66A,D,73FTOP1,Fire Tac Ops,Fire-Tac,Saginaw County 73 E911 Central Dispatch Fire,1
1643,66B,D,73FTOP2,Fire Tac Ops 2,Fire-Tac,Saginaw County 73 E911 Central Dispatch Fire,1
1644,66C,D,73FTOP3,Fire Tac Ops 3,Fire-Tac,Saginaw County 73 E911 Central Dispatch Fire,1
1645,66D,D,73FTOP4,Fire Tac Ops 4,Fire-Tac,Saginaw County 73 E911 Central Dispatch Fire,1
1646,66E,D,73FTSFY,Fire Tac Safety,Fire-Tac,Saginaw County 73 E911 Central Dispatch Fire,1
1647,66F,D,73FTHAZ,Fire Tac Hazmat,Fire-Tac,Saginaw County 73 E911 Central Dispatch Fire,1
1648,670,D,73FTEMS,Fire Tac EMS,Fire-Tac,Saginaw County 73 E911 Central Dispatch Fire,1
1649,671,D,73FSL1,Staging Level 1,Fire-Tac,Saginaw County 73 E911 Central Dispatch Fire,1
1650,672,D,73FDL2,Staging Level 2,Fire-Tac,Saginaw County 73 E911 Central Dispatch Fire,1
1651,673,D,73FSTFD,Saginaw Twp  Ops,Fire-Tac,Saginaw County 73 Fire Operations,1
1652,674,D,73SAGT1,Tactical 1,Multi-Tac,Saginaw County 73 Saginaw City,1
1653,675,D,73SAGT2,Tactical 2,Multi-Tac,Saginaw County 73 Saginaw City,1
1654,676,D,73SAGT3,Tactical 3,Multi-Tac,Saginaw County 73 Saginaw City,1
1655,677,D,73SAGT4,Tactical 4,Multi-Tac,Saginaw County 73 Saginaw City,1
1656,678,D,73CIFD1,Fire Dispatch,Fire Dispatch,Saginaw County 73 Saginaw City,1
1657,679,D,73HSC,Hemlock Semiconductor,Security,Saginaw County 73 County Government,1
1658,67A,D,73BRADM,Birch Run PD Admin,Law Talk,Saginaw County 73 Local Law Enforcement,1
1659,67B,D,73BPADM,Bridgeport PD Admin,Law Talk,Saginaw County 73 Local Law Enforcement,1
1660,67C,D,73BVADM,Buena Vista PD Admin,Law Talk,Saginaw County 73 Local Law Enforcement,1
1661,67D,D,73CAADM,Carrolton PD Admin,Law Talk,Saginaw County 73 Local Law Enforcement,1
1662,67E,D,73CHSAD,Chesaning PD Admin,Law Talk,Saginaw County 73 Local Law Enforcement,1
1664,680,D,73OKADM,Oakley PD Admin,Law Talk,Saginaw County 73 Local Law Enforcement,1
1665,681,D,73RIADM,Richland PD Admin,Law Talk,Saginaw County 73 Local Law Enforcement,1
1666,682,D,73SAADM,Police Admin,Law Talk,Saginaw County 73 Saginaw City,1
1667,683,D,73STADM,Saginaw Twp PD Admin,Law Talk,Saginaw County 73 Local Law Enforcement,1
1668,684,D,73SHCMD,Sheriff Admin,Law Talk,Saginaw County 73 Local Law Enforcement,1
1669,685,D,73SPADM,Spaulding PD Admin,Law Talk,Saginaw County 73 Local Law Enforcement,1
1670,686,D,73SCADM,St Charles PD Admin,Law Talk,Saginaw County 73 Local Law Enforcement,1
1671,687,D,73P719,Saginaw Valley State University Police Admin,Law Talk,State Colleges and Universities,1
1677,68D,D,73COPD2,County 911 Police  Secondary,Law Talk,Saginaw County 73 E911 Central Dispatch Police,1
1678,68E,D,73PTAC1,PTAC 1,Law Tac,Saginaw County 73 E911 Central Dispatch Police,1
1679,68F,D,73PTAC2,PTAC 2,Law Tac,Saginaw County 73 E911 Central Dispatch Police,1
1680,690,D,73PTAC3,PTAC 3,Law Tac,Saginaw County 73 E911 Central Dispatch Police,1
1681,691,D,73PTAC4,PTAC 4,Law Tac,Saginaw County 73 E911 Central Dispatch Police,1
1682,692,D,73PTAC5,PTAC 5,Law Tac,Saginaw County 73 E911 Central Dispatch Police,1
1683,693,D,73PTAC6,PTAC 6,Law Tac,Saginaw County 73 E911 Central Dispatch Police,1
1684,694,D,73PTAC7,PTAC 7,Law Tac,Saginaw County 73 E911 Central Dispatch Police,1
1685,695,D,73PTAC8,PTAC 8,Law Tac,Saginaw County 73 E911 Central Dispatch Police,1
1686,696,D,73LEIN1,Central 911 Police  LEIN 1,Law Talk,Saginaw County 73 E911 Central Dispatch Police,1
1687,697,D,73LEIN2,Central 911 Police  LEIN 2,Law Talk,Saginaw County 73 E911 Central Dispatch Police,1
1688,698,D,73DET1,County Detectives 1,Law Tac,Saginaw County 73 Local Law Enforcement,1
1689,699,D,73DET2,County Detectives 2,Law Tac,Saginaw County 73 Local Law Enforcement,1
1690,69A,D,73CIPD1,Police Dispatch,Law Dispatch,Saginaw County 73 Saginaw City,1
1691,69B,D,73CIPD2,Police Secondary,Law Talk,Saginaw County 73 Saginaw City,1
1692,69C,D,73EST1,Emergency Services Team 1,Law Tac,Saginaw County 73 E911 Central Dispatch Police,1
1693,69D,D,73EST2,Emergency Services Team 2,Law Tac,Saginaw County 73 E911 Central Dispatch Police,1
1694,69E,D,73ALBAD,Albee FD Admin,Fire-Talk,Saginaw County 73 Fire Administration,1
1695,69F,D,73BRFAD,Birch Run FD Admin,Fire-Talk,Saginaw County 73 Fire Administration,1
1696,6A0,D,73BLUAD,Blumfield FD Admin,Fire-Talk,Saginaw County 73 Fire Administration,1
1697,6A1,D,73BPFAD,Bridgeport FD Admin,Fire-Talk,Saginaw County 73 Fire Administration,1
1698,6A2,D,73BVFAD,Buena Vista FD Admin,Fire-Talk,Saginaw County 73 Fire Administration,1
1699,6A3,D,73CARAD,Carrolton FD Admin,Fire-Talk,Saginaw County 73 Fire Administration,1
1700,6A4,D,73CAROP,ChesaningBrady FD Admin,Fire-Talk,Saginaw County 73 Fire Administration,1
1701,6A5,D,73FRKAD,Frankenmuth FD Admin,Fire-Talk,Saginaw County 73 Frankenmuth,1
1702,6A6,D,73JAMAD,James FD Admin,Fire-Talk,Saginaw County 73 Fire Administration,1
1703,6A7,D,73JLFAD,Jonesfield Lakefield FD Admin,Fire-Talk,Saginaw County 73 Fire Administration,1
1704,6A8,D,73KVLAD,Kochville FD Admin,Fire-Talk,Saginaw County 73 Fire Administration,1
1705,6A9,D,73MGFAD,Maple Grove FD Admin,Fire-Talk,Saginaw County 73 Fire Administration,1
1706,6AA,D,73MARAD,Marion FD Admin,Fire-Talk,Saginaw County 73 Fire Administration,1
1707,6AB,D,73MBSAD,Airport FD Admin,Fire-Talk,Saginaw County 73 MBS International Airport,1
1708,6AC,D,73RCHAD,Richland FD Admin,Fire-Talk,Saginaw County 73 Fire Administration,1
1709,6AD,D,73SAGAD,Fire Administration,Fire-Talk,Saginaw County 73 Saginaw City,1
1710,6AE,D,73STAD,Saginaw Twp Admin,Fire-Talk,Saginaw County 73 Fire Administration,1
1711,6AF,D,73SPLAD,Spaulding FD Admin,Fire-Talk,Saginaw County 73 Fire Administration,1
1712,6B0,D,73TMTAD,Taymouth Admin,Fire-Talk,Saginaw County 73 Fire Administration,1
1713,6B1,D,73TTAD,Thomas Twp Admin,Fire-Talk,Saginaw County 73 Fire Administration,1
1714,6B2,D,73TITAD,Tittabawasse Admin,Fire-Talk,Saginaw County 73 Fire Administration,1
1715,6B3,D,73TRIAD,Tri Twp Admin,Fire-Talk,Saginaw County 73 Fire Administration,1
1716,6B4,D,73ZILAD,Zilwaukee Admin,Fire-Talk,Saginaw County 73 Fire Administration,1
1717,6B5,D,73MBSOP,MBS Fire Ops,Fire-Tac,Saginaw County 73 MBS International Airport,1
1718,6B6,D,73MBS1,MBS 1,Multi-Tac,Saginaw County 73 MBS International Airport,1
1719,6B7,D,73MBS2,MBS 2,Multi-Tac,Saginaw County 73 MBS International Airport,1
1720,6B8,D,73MBS3,MBS 3,Multi-Tac,Saginaw County 73 MBS International Airport,1
1721,6B9,D,73ANML1,Animal Control 1,Law Tac,Saginaw County 73 Local Law Enforcement,1
1722,6BA,D,73ANML2,Animal Control 2,Law Tac,Saginaw County 73 Local Law Enforcement,1
1723,6BB,D,73SHSP1,Sheriff Narcotics,Law Tac,Saginaw County 73 Local Law Enforcement,1
1724,6BC,D,73JAIL1,Sheriff Jail 1,Corrections,Saginaw County 73 Local Law Enforcement,1
1725,6BD,D,73JAIL2,Sheriff Jail 2,Corrections,Saginaw County 73 Local Law Enforcement,1
1726,6BE,D,73SHSP2,Sheriff Support 1,Law Tac,Saginaw County 73 Local Law Enforcement,1
1727,6BF,D,73SHSP3,Sheriff Support 2,Law Tac,Saginaw County 73 Local Law Enforcement,1
1728,6C0,D,73SMAR,Sheriff Support 3,Law Tac,Saginaw County 73 Local Law Enforcement,1
1729,6C1,D,73SHDT1,Sheriff Coordinator,Law Tac,Saginaw County 73 Local Law Enforcement,1
1730,6C2,D,73ECTR1,Dow Event Center 1,Multi-Talk,Saginaw County 73 Saginaw City,1
1731,6C3,D,73ECTR2,Dow Event Center 2,Multi-Talk,Saginaw County 73 Saginaw City,1
1732,6C4,D,73SACTC,Police Car  Car,Law Tac,Saginaw County 73 Saginaw City,1
1733,6C5,D,73SADET,Police Detective,Law Tac,Saginaw County 73 Saginaw City,1
1734,6C6,D,73SEVT1,Special Event 1,Multi-Tac,Saginaw County 73 Saginaw City,1
1735,6C7,D,73SEVT2,Special Event 2,Multi-Tac,Saginaw County 73 Saginaw City,1
1736,6C8,D,73RES1,Police Reserve 1,Law Tac,Saginaw County 73 Saginaw City,1
1737,6C9,D,73DTCOM,Detective Common,Law Tac,Saginaw County 73 E911 Central Dispatch Police,1
1741,6CD,D,73ESTSO,EST Special Ops,Law Tac,Saginaw County 73 E911 Central Dispatch Police,1
1742,6CE,D,73SHNAR,Police Intake,Law Tac,Saginaw County 73 Saginaw City,1
1744,6D0,D,73STCPU,Saginaw Twp PD Case Progression Unit,Law Tac,Saginaw County 73 Local Law Enforcement,1
1747,6D3,D,73SCATT,Saginaw County Auto Theft Team,Law Tac,Saginaw County 73 E911 Central Dispatch Police,1
1748,6D4,D,73911AD,Admin 911,Law Talk,Saginaw County 73 Local Law Enforcement,1
1749,6D5,D,73ALBOP,Albee Fd Ops,Fire-Tac,Saginaw County 73 Fire Operations,1
1750,6D6,D,73BRFOP,Birch Run Fd Ops,Fire-Tac,Saginaw County 73 Fire Operations,1
1751,6D7,D,73BLUOP,Blumfield FD Ops,Fire-Tac,Saginaw County 73 Fire Operations,1
1752,6D8,D,73BPFOP,Bridgeport Fd Ops,Fire-Tac,Saginaw County 73 Fire Operations,1
1753,6D9,D,73BVFOP,Buena Vista Fd Ops,Fire-Tac,Saginaw County 73 Fire Operations,1
1754,6DA,D,73CHADM,Carrolton Fd Ops,Fire-Tac,Saginaw County 73 Fire Operations,1
1755,6DB,D,73CHSOP,ChesaningBrady FD Ops,Fire-Tac,Saginaw County 73 Fire Operations,1
1756,6DC,D,73FRKOP,Frankenmuth FD Ops,Fire-Tac,Saginaw County 73 Frankenmuth,1
1757,6DD,D,73JAMOP,James Fd Ops,Fire-Tac,Saginaw County 73 Fire Operations,1
1758,6DE,D,73JLFOP,Jonesfield Lakefield Fd Ops,Fire-Tac,Saginaw County 73 Fire Operations,1
1759,6DF,D,73KVLOP,Kochville Fd Ops,Fire-Tac,Saginaw County 73 Fire Operations,1
1760,6E0,D,73MGFOP,Maple Grove Fd Ops,Fire-Tac,Saginaw County 73 Fire Operations,1
1761,6E1,D,73MAROP,Marion Fd Ops,Fire-Tac,Saginaw County 73 Fire Operations,1
1762,6E2,D,73RCHOP,Richland Fd Ops,Fire-Tac,Saginaw County 73 Fire Operations,1
